Steam,Steam,Steam,EA twitch,EA twitch,EA twitch,EA twitch,YT,YT,YT,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Fifa+Apex twitch,Other Twitch,Other Twitch,Other Twitch,Other Twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,ubisoft twitch,activision twitch,activision twitch,activision twitch,activision twitch,microsoft twitch,microsoft twitch,microsoft twitch,microsoft twitch
Date,Game,Peak Players 24hr,Game,Average 7-Day Viewers,Hours Watched,Date,DateTime,Game,Viewer Figure,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date,Game,Average 7-Day Viewers,Hours Watched,Date
2023-08-03,Source SDK Base 2007,75726.0,,,,,2023-08-03,BeamNG.drive,22K,,,,,Rocket League,10775.0,1803017.0,2023-08-03,,,,,,,,,,,,
2023-08-03,Unturned,66526.0,,,,,2023-08-03,Minecraft,21K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Call of Duty®,59625.0,,,,,2023-08-03,Grand Theft Auto V,17K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Rust,49836.0,,,,,2023-08-03,Bejeweled 3,14K,,,,,,,,,,,,,,,,,,,,
2023-08-03,War Thunder,45451.0,,,,,2023-08-03,Mobile Legends: Bang Bang,13K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Remnant II,40622.0,,,,,2023-08-03,PUBG Mobile,11K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Sid Meier's Civilization VI,39444.0,,,,,2023-08-03,Garena Free Fire,11K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Counter-Strike: Global Offensive,875455.0,,,,,2023-08-03,MapleStory,9.6K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Dota 2,335358.0,,,,,2023-08-03,Ring Fit Adventure,7.6K,,,,,,,,,,,,,,,,,,,,
2023-08-03,PUBG: BATTLEGROUNDS,191802.0,,,,,2023-08-03,Fortnite,6.8K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Apex Legends,182589.0,,,,,2023-08-03,Pikmin 4,6.3K,,,,,,,,,,,,,,,,,,,,
2023-08-03,NARAKA: BLADEPOINT,119776.0,,,,,2023-08-03,Roblox,6K,,,,,,,,,,,,,,,,,,,,
2023-08-03,Grand Theft Auto V,112750.0,,,,,2023-08-03,eFootball 2023,5.2K,,,,,,,,,,,,,,,,,,,,
